YEAR,PLAYER,POS,HGT,WGT,BMI,BF,WNGSPN,STNDRCH,HANDL,HANDW,STNDVERT,LPVERT,LANE,SHUTTLE,SPRINT,BENCH,BAR,PAN,PBHGT,PDHGT
2010,"Cousins, DeMarcus",C,81.5,291.8,30.88,0.164,89.75,113,9.25,10,23.5,27.5,11.4,NA,3.55,NA,1.101,92.5,136.5,140.5
2010,"Crawford, Jordan",SG,75,198.4,24.8,0.049,79,101,8,9,31.5,34.5,11.03,NA,3.37,7,1.053,72,132.5,135.5
2010,"Davis, Ed",PF,81,226.6,24.28,0.1,84,108,9.25,10,31,36,11.7,NA,3.21,NA,1.037,92.5,139,144
2010,"Ebanks, Devin",SF,79,207.8,23.41,0.079,84.25,107.5,8.25,9,23.5,32,11.69,NA,3.44,6,1.066,74.3,131,139.5
2010,"Favors, Derrick",PF,80.75,245.2,26.44,0.065,88,110,8.75,9.3,31.5,35.5,11.74,NA,3.25,14,1.09,80.9,141.5,145.5
2010,"Gallon, Keith",PF-C,80.5,301.8,32.74,0.151,88.5,109.5,9.25,10.5,23.5,28.5,13.44,NA,3.7,14,1.099,97.1,133,138
2010,"Garcia, Charles",SF,80.25,231.6,25.28,0.07,85.75,107.5,8.75,9,24.5,30.5,11.65,NA,3.23,2,1.069,78.8,132,138
2010,"George, Paul",SF,79.75,214.4,23.7,0.05,83.25,107,8.5,9,NA,NA,NA,NA,NA,4,1.044,76.5,NA,NA
2010,"Harangody, Luke",PF,78,240.2,27.75,0.111,81.5,106,8.75,9.8,24,28.5,11.83,NA,3.41,23,1.045,85.3,130,134.5
2010,"Harris, Manny",SG,76,185.1,22.53,0.038,79.25,102,8.5,9,NA,NA,NA,NA,NA,11,1.043,76.5,NA,NA
2010,"Hayward, Gordon",SF,78.75,211,23.92,0.069,79.75,103,8.5,9.3,30.5,34.5,11.73,NA,3.22,10,1.013,78.6,133.5,137.5
2010,"Hayward, Lazar",SG-SF,76.5,225.8,27.12,0.075,84.75,102,9.25,9.5,31,36,10.87,NA,3.31,15,1.108,87.9,133,138
2010,"Henry, Xavier",SG,77.25,210.2,24.76,0.047,83.25,105,8.75,10,28.5,36.5,11.1,NA,3.18,8,1.078,87.5,133.5,141.5
2010,"Hobson, Darington",SG-SF,77.25,203.6,23.98,0.062,81.25,104.5,8.25,9,29,34,11.68,NA,3.25,NA,1.052,74.3,133.5,138.5
2010,"James, Damion",SF,78.25,226.6,26.02,0.096,84.75,107,9.25,8.5,29,33,10.89,NA,3.2,13,1.083,78.6,136,140
2010,"Johnson, Armon",PG-SG,74,195.2,25.06,0.056,80,99.5,8.25,9.3,31.5,38.5,11.25,NA,3.19,18,1.081,76.3,131,138
2010,"Johnson, Wesley",SF,78.25,206.4,23.7,0.046,85,106,9,9.5,32,37,11.43,NA,3.14,16,1.086,85.5,138,143
2010,"Jones, Dominique",SG,75.25,216,26.82,0.059,81.25,101,9,10.3,26,32.5,10.88,NA,3.31,19,1.08,92.3,127,133.5
2010,"Jordan, Jerome",C,83.5,244.2,24.62,0.069,89.25,113,9,10.3,NA,NA,NA,NA,NA,NA,1.069,92.3,NA,NA
2010,"Landesberg, Sylven",SG,76.75,210,25.06,0.116,81,100.5,8.75,10.8,28,32,11.59,NA,3.36,8,1.055,94.1,128.5,132.5
2010,"Lawal, Gani",PF,79.5,233.4,25.96,0.063,84,107.5,8.5,10,27,31.5,11.61,NA,3.24,20,1.057,85,134.5,139
2010,"Monroe, Greg",PF-C,81.75,246.6,25.94,0.112,86.25,108.5,8.75,9.5,25,29,12.1,NA,3.35,15,1.055,83.1,133.5,137.5
2010,"Orton, Daniel",C,80.75,269.2,29.02,0.138,88.25,110.5,8.5,9.8,24,30.5,12.32,NA,3.39,13,1.093,82.9,134.5,141
2010,"Parakhouski, Artsiom",C,82.25,268.2,27.87,0.06,85,109.5,9,10.5,25.5,26.5,12.07,NA,3.33,16,1.033,94.5,135,136
2010,"Patterson, Patrick",PF,80,239.6,26.32,0.053,85.25,107,9.25,10.3,28.5,33.5,11.14,NA,3.25,17,1.066,94.8,135.5,140.5
2010,"Pittman, Dexter",PF-C,81.5,302.6,32.03,0.208,90,111,10.25,10.5,NA,NA,NA,NA,NA,NA,1.104,107.6,NA,NA
2010,"Rautins, Andy",SG,76.25,191.6,23.17,0.062,79,100,8,9.8,23.5,30.5,11.27,NA,3.49,8,1.036,78,123.5,130.5
2010,"Richards, Ryan",PF,82.5,230.2,23.78,0.08,85.5,110,9,9.8,25,28.5,11.33,NA,3.37,4,1.036,87.8,135,138.5
2010,"Robinson, Stanley",SF,78.5,213.2,24.32,0.083,84,107.5,9,9,NA,37.5,11.65,NA,3.23,6,1.07,81,NA,145
2010,"Sanders, Larry",PF-C,81.25,222.4,23.68,0.046,89.75,112,9.75,11,25.5,28,12.49,NA,3.27,7,1.105,107.3,137.5,140
2010,"Scheyer, Jon",PG-SG,76.75,180,21.48,0.054,75.25,99,7.75,9.5,NA,NA,NA,NA,NA,NA,0.98,73.6,NA,NA
2010,"Stephenson, Lance",SG,76.5,227,27.27,0.093,82.5,103,9,10.3,27,33,11.39,NA,3.38,10,1.078,92.3,130,136
2010,"Torrance, Mikhail",PG,76,208.8,25.41,0.07,79.5,103,8.75,9.5,23,32,11.43,NA,3.17,8,1.046,83.1,126,135
2010,"Turner, Evan",SG,77.75,213.8,24.86,0.086,80,103.5,8.75,9.5,27.5,34.5,11.06,NA,3.27,9,1.029,83.1,131,138
2010,"Udoh, Ekpe",PF,80.75,237.4,25.59,0.08,88.5,106.5,9.5,8.8,31,33.5,11.15,NA,3.29,10,1.096,83.1,137.5,140
2010,"Varnado, Jarvis",PF-C,80.25,210.2,22.95,0.095,87.5,109.5,9.25,9.5,29.5,32.5,11.61,NA,3.37,3,1.09,87.9,139,142
2010,"Vasquez, Greivis",PG-SG,77,210.8,24.99,0.086,79,101,7.75,9.3,NA,NA,NA,NA,NA,NA,1.026,71.7,NA,NA
2010,"Wall, John",PG,74.75,195.6,24.61,0.056,81.25,101.5,8.25,9.5,30,39,10.84,NA,3.14,NA,1.087,78.4,131.5,140.5
2010,"Warren, Willie",SG-PG,74.5,208.4,26.4,0.076,78,99.5,8.5,9.5,23,31.5,11.21,NA,3.5,10,1.047,80.8,122.5,131
2010,"White, Terrico",SG-PG,75.75,202.6,24.82,0.037,81,101,9,10.5,31,40,11.38,NA,3.15,10,1.069,94.5,132,141
2010,"Whiteside, Hassan",C-PF,82.5,226.6,23.4,0.055,91,113,8.25,10.3,27,31.5,11.83,NA,3.54,12,1.103,84.6,140,144.5
2009,"Adrien, Jeff",PF,77.25,236.2,27.83,0.079,86,107.5,NA,NA,27.5,31.5,11.34,NA,3.32,16,1.113,NA,135,139
2009,"Ayres, Jeff",PF,80.75,239.6,25.83,0.055,85,107,NA,NA,31,35,11.98,NA,3.14,15,1.053,NA,138,142
2009,"Beaubois, Rodrigue",PG,73.25,182.4,23.9,0.079,81.75,100,NA,NA,29.5,39,10.49,NA,3.15,3,1.116,NA,129.5,139
2009,"Blair, DeJuan",PF,77.25,276.6,32.58,0.12,86,106.5,NA,NA,26,33,11.5,NA,3.45,18,1.113,NA,132.5,139.5
2009,"Brown, Derrick",SF-PF,79.5,224.6,24.98,0.086,86.5,107.5,NA,NA,30.5,35.5,11.26,NA,3.13,20,1.088,NA,138,143
2009,"Budinger, Chase",SF-SG,78.25,206.4,23.7,0.1,79,101,NA,NA,29.5,38.5,11.08,NA,3.24,10,1.01,NA,130.5,139.5
2009,"Carroll, DeMarre",PF-SF,78.25,207.2,23.79,0.063,82,105,NA,NA,NA,NA,NA,NA,NA,NA,1.048,NA,NA,NA
2009,"Casspi, Omri",SF,79.75,211.2,23.34,0.086,81.25,106.5,NA,NA,25.5,32.5,11.15,NA,3.28,2,1.019,NA,132,139
2009,"Christmas, Dionte",SG,76.25,210.8,25.49,0.071,81,102.5,NA,NA,27,33.5,10.83,NA,3.21,3,1.062,NA,129.5,136
2009,"Clark, Earl",SF-PF,80.5,228.4,24.78,0.052,86.5,109.5,NA,NA,28.5,33,11.17,NA,3.35,5,1.075,NA,138,142.5
2009,"Collison, Darren",PG,72.25,166.2,22.38,0.057,75,96.5,NA,NA,30.5,33.5,10.45,NA,3.1,9,1.038,NA,127,130
2009,"Cunningham, Dante",PF,79,227.4,25.61,0.048,83,106.5,NA,NA,28,35,11.18,NA,3.26,18,1.051,NA,134.5,141.5
2009,"Curry, Stephen",PG-SG,74,181,23.24,0.057,75.5,97,NA,NA,29.5,35.5,11.07,NA,3.28,10,1.02,NA,126.5,132.5
2009,"Daye, Austin",SF-PF,81.75,191.8,20.18,0.055,86.75,110,NA,NA,25,28,12.11,NA,3.55,0,1.061,NA,135,138
2009,"DeRozan, DeMar",SG-SF,77.5,211.2,24.72,0.049,81,102.5,NA,NA,29,38.5,11.88,NA,3.31,5,1.045,NA,131.5,141
2009,"Douglas, Toney",PG,73,183.4,24.19,0.052,78,97.5,NA,NA,28,32.5,10.63,NA,3.03,15,1.068,NA,125.5,130
2009,"Ellington, Wayne",SG,76.25,202.4,24.47,0.055,78.5,100,NA,NA,31.5,38,11.14,NA,3.2,13,1.03,NA,131.5,138
2009,"Evans, Tyreke",PG-SG,76,220.6,26.85,0.071,83.25,104,NA,NA,28.5,34,11.81,NA,3.17,7,1.095,NA,132.5,138
2009,"Flynn, Jonny",PG,71.25,195.6,27.09,0.063,76,95.5,NA,NA,33,40,10.86,NA,3.23,10,1.067,NA,128.5,135.5
2009,"Gibson, Taj",PF,80.5,214.4,23.26,0.066,88,109,NA,NA,25.5,30,11.56,NA,3.41,12,1.093,NA,134.5,139
2009,"Green, Danny",SG-SF,77.25,208,24.5,0.056,82,103,NA,NA,29,33,11.3,NA,3.3,15,1.061,NA,132,136
2009,"Griffin, Blake",PF,80.5,248.4,26.95,0.082,83.25,105,NA,NA,32,35.5,10.95,NA,3.28,22,1.034,NA,137,140.5
2009,"Hansbrough, Tyler",PF,80.25,234.2,25.57,0.085,83.5,106,NA,NA,27.5,34,11.12,NA,3.27,18,1.04,NA,133.5,140
2009,"Harden, James",SG,76,222,27.02,0.101,82.75,103.5,NA,NA,31.5,37,11.1,NA,3.13,17,1.089,NA,135,140.5
2009,"Henderson, Gerald",SG-SF,76,214.6,26.12,0.044,82.25,102.5,NA,NA,31.5,35,11.17,NA,3.14,8,1.082,NA,134,137.5
2009,"Heytvelt, Josh",PF-C,82,246.2,25.74,0.108,85.25,108,NA,NA,28.5,34,11.67,NA,3.38,15,1.04,NA,136.5,142
2009,"Hill, Jordan",PF-C,81.25,232.4,24.75,0.06,85.5,108,NA,NA,31,35,12.23,NA,3.3,11,1.052,NA,139,143
2009,"Holiday, Jrue",PG-SG,75.25,199,24.71,0.063,79,100.5,NA,NA,28.5,34,10.64,NA,3.21,6,1.05,NA,129,134.5
2009,"Ingles, Joe",SF,79.75,209.2,23.12,0.101,82.25,105,NA,NA,26,31,10.66,NA,3.3,3,1.031,NA,131,136
2009,"Johnson, James",SF-PF,79,257.2,28.97,0.12,84.75,105.5,NA,NA,30.5,35,11.21,NA,3.23,18,1.073,NA,136,140.5
2009,"Lawson, Ty",PG,71.25,196.6,27.23,0.066,72.75,94.5,NA,NA,29,36.5,10.98,NA,3.12,14,1.021,NA,123.5,131
2009,"Maynor, Eric",PG,74.25,163.6,20.86,0.054,74.5,97,NA,NA,28.5,31.5,10.78,NA,3.19,8,1.003,NA,125.5,128.5
2009,"McClinton, Jack",SG-PG,71.75,185.2,25.29,0.062,74.5,96,NA,NA,30,36.5,10.44,NA,3.21,13,1.038,NA,126,132.5
2009,"McNeal, Jerel",SG,73.5,190.4,24.78,0.054,79.25,99.5,NA,NA,31.5,36.5,10.61,NA,3.25,10,1.078,NA,131,136
2009,"Meeks, Jodie",SG,75,211.4,26.42,0.08,76.5,98,NA,NA,28.5,37,10.96,NA,3.1,14,1.02,NA,126.5,135
2009,"Mills, Patty",PG,71.25,175.4,24.29,0.069,74,95,NA,NA,27.5,33,10.87,NA,3.1,8,1.039,NA,122.5,128
2009,"Mullens, Byron",C,83.75,258.2,25.88,0.085,85.5,111,NA,NA,28.5,32.5,11.1,NA,3.45,10,1.021,NA,139.5,143.5
2009,"Price, A.J.",PG,72.5,192.8,25.79,0.124,75.75,97,NA,NA,26,31,10.99,NA,3.22,11,1.045,NA,123,128
2009,"Summers, DaJuan",SF,79.25,243,27.2,0.066,84.75,106.5,NA,NA,29.5,34.5,10.94,NA,3.17,15,1.069,NA,136,141
2009,"Taylor, Jermaine",SG,75.5,207.4,25.58,0.058,80.75,101,NA,NA,34,37.5,11.54,NA,3.32,16,1.07,NA,135,138.5
2009,"Teague, Jeff",PG,72.25,175.2,23.59,0.045,79.5,98.5,NA,NA,30.5,36.5,11.05,NA,3.18,13,1.1,NA,129,135
2009,"Thabeet, Hasheem",C,85.25,267.2,25.85,0.067,90.25,113,NA,NA,NA,NA,NA,NA,NA,NA,1.059,NA,NA,NA
2009,"Williams, Terrence",SG-SF,77,213.2,25.28,0.051,81,103.5,NA,NA,30.5,37,11.15,NA,3.18,9,1.052,NA,134,140.5
2009,"Young, Sam",SF-SG,77.25,222.8,26.25,0.049,82.75,105.5,NA,NA,27.5,33,11.47,NA,3.45,NA,1.071,NA,133,138.5
2008,"Alexander, Joe",SF-PF,79.25,220,24.63,0.058,83.5,106,NA,NA,32.5,38.5,11.33,NA,2.99,24,1.054,NA,138.5,144.5
2008,"Arthur, Darrell",PF,79.5,216,24.03,0.073,82.75,107,NA,NA,28.5,30,12.18,NA,3.14,12,1.041,NA,135.5,137
2008,"Augustin, D.J.",PG,70,171.5,24.61,0.081,75.5,94.5,NA,NA,28.5,35,11.27,NA,3.07,2,1.079,NA,123,129.5
2008,"Bayless, Jerryd",PG-SG,73.75,204,26.37,0.047,75.5,97,NA,NA,31,38,11.26,NA,3.07,10,1.024,NA,128,135
2008,"Beasley, Michael",PF-SF,79,239,26.92,0.077,84.25,107,NA,NA,30,35,11.06,NA,3.24,19,1.066,NA,137,142
2008,"Bradley, Ramel",PG-SG,73.25,184,24.11,0.057,77,98,NA,NA,24.5,29.5,10.68,NA,3.24,9,1.051,NA,122.5,127.5
2008,"Brazelton, Tyrone",PG,70,166,23.82,0.081,73.75,94,NA,NA,30,34,11.59,NA,3.25,8,1.054,NA,124,128
2008,"Brown, Takais",PF,79.25,252,28.21,0.092,82,106,NA,NA,29,31,12.47,NA,3.25,22,1.035,NA,135,137
2008,"Brumbaugh, Keith",SF-PF,79.5,190,21.13,0.04,79.25,104.5,NA,NA,26,27,11.65,NA,3.28,2,0.997,NA,130.5,131.5
2008,"Burrell, Stanley",PG,73.5,201,26.16,0.056,78.25,97.5,NA,NA,29.5,34.5,11.19,NA,3.19,21,1.065,NA,127,132
2008,"Butch, Brian",C-PF,81.5,229.6,24.3,0.108,83.25,108,NA,NA,24,26.5,11.87,NA,3.52,9,1.021,NA,132,134.5
2008,"Butler, Jamar",PG,72.25,182,24.51,0.06,76.75,97,NA,NA,NA,NA,NA,NA,NA,15,1.062,NA,NA,NA
2008,"Calathes, Pat",SF-PF,80.75,204,21.99,0.073,81.75,106,NA,NA,NA,NA,NA,NA,NA,7,1.012,NA,NA,NA
2008,"Crawford, Joe",SG,75,213,26.62,0.076,77.75,99.5,NA,NA,31,36,11.67,NA,3.22,13,1.037,NA,130.5,135.5
2008,"Daniels, Chris",C-PF,80.25,256,27.95,0.161,84.5,109,NA,NA,26,28.5,12.72,NA,3.56,11,1.053,NA,135,137.5
2008,"Dorsey, Joey",PF-C,78.25,265,30.43,0.09,85.75,107,NA,NA,27.5,33,11.84,NA,3.2,19,1.096,NA,134.5,140
2008,"Dove, Marcus",SF-PF,78.75,208,23.58,0.053,83.5,105,NA,NA,27.5,33.5,11.59,NA,3.26,10,1.06,NA,132.5,138.5
2008,"Duncan, Josh",PF,80,230,25.26,0.054,83.5,104.5,NA,NA,28,32,12.47,NA,3.26,26,1.044,NA,132.5,136.5
2008,"Elegar, Frank",PF,79.25,210,23.51,0.045,87.25,106,NA,NA,33.5,37.5,11.86,NA,3.17,11,1.101,NA,139.5,143.5
2008,"Ewing Jr., Patrick",SF-PF,78,224,25.88,0.094,84.25,97.5,NA,NA,35,42,11.77,NA,3.43,2,1.08,NA,132.5,139.5
2008,"Forbes, Gary",SG,76.5,220.5,26.49,0.065,83.25,104.5,NA,NA,27.5,33.5,11.45,NA,3.25,13,1.088,NA,132,138
2008,"Foster, Shan",SG,76,194.5,23.67,0.063,83.5,103.5,NA,NA,30,33,12.3,NA,3.24,10,1.099,NA,133.5,136.5
2008,"Giddens, J.R.",SG,76,208,25.32,0.054,83.25,103,NA,NA,NA,NA,NA,NA,NA,10,1.095,NA,NA,NA
2008,"Gist, James",PF,79,220,24.78,0.048,88,107.5,NA,NA,30.5,35,11.37,NA,3.14,5,1.114,NA,138,142.5
2008,"Golubovic, Vladimir",C,83.25,258,26.17,0.069,86.5,111.5,NA,NA,21.5,27,12.4,NA,3.33,15,1.039,NA,133,138.5
2008,"Gordon, Eric",SG,74,222,28.5,0.082,81,99,NA,NA,32,40,10.81,NA,3.01,15,1.095,NA,131,139
2008,"Gransberry, Kentrell",C,78.75,290,32.87,0.174,82.25,106,NA,NA,24.5,27.5,12.16,NA,3.32,18,1.044,NA,130.5,133.5
2008,"Greene, Donte",SF-PF,80.25,221,24.12,0.076,82,108,NA,NA,27.5,31.5,11.21,NA,3.2,2,1.022,NA,135.5,139.5
2008,"Hairston, Malik",SG,76.25,204,24.67,0.069,81,103.5,NA,NA,30.5,38,11.33,NA,3.08,13,1.062,NA,134,141.5
2008,"Hardin, DeVon",C-PF,81.5,235,24.87,0.058,87,109.5,NA,NA,29.5,32,11.49,NA,3.33,20,1.067,NA,139,141.5
2008,"Hendrix, Richard",PF,78.75,250,28.34,0.092,87,108,NA,NA,26.5,28,10.62,NA,3.27,13,1.105,NA,134.5,136
2008,"Hill, George",PG,73.25,181,23.71,0.03,81,97.5,NA,NA,34,37.5,12.2,NA,3.07,9,1.106,NA,131.5,135
2008,"Hines, Kyle",SF-PF,75.75,234,28.67,0.036,85.25,104.5,NA,NA,28.5,33,12.17,NA,3.4,16,1.125,NA,133,137.5
2008,"Hubalek, Jiri",C-PF,81.5,226,23.92,0.088,82.75,109,NA,NA,20.5,26,12.26,NA,3.54,2,1.015,NA,129.5,135
2008,"Hudson, Lester",PG,71.75,196,26.77,0.034,80.75,98.5,NA,NA,30.5,36,11.15,NA,3.16,12,1.125,NA,129,134.5
2008,"Hunter, Othello",PF-SF,78.5,220,25.1,0.064,87,109.5,NA,NA,28,34.5,11.51,NA,3.18,7,1.108,NA,137.5,144
2008,"Jackson, Darnell",PF,79,240.5,27.09,0.125,83.25,106.5,NA,NA,27,31,11.75,NA,3.26,11,1.054,NA,133.5,137.5
2008,"James, Shawn",PF,79.75,217,23.99,0.092,89,111,NA,NA,NA,NA,NA,NA,NA,6,1.116,NA,NA,NA
2008,"Jefferson, Davon",SF,77.25,213,25.09,0.12,81.5,105,NA,NA,27,32,12.02,NA,3.36,2,1.055,NA,132,137
2008,"Jones, Joseph",PF,79,240,27.03,0.122,84.25,107,NA,NA,25.5,31,11.61,NA,3.33,16,1.066,NA,132.5,138
2008,"Jordan, DeAndre",C,81.75,250,26.3,0.075,90,113.5,NA,NA,26,30.5,12.3,NA,3.27,8,1.101,NA,139.5,144
2008,"Kaun, Sasha",C-PF,81,247,26.47,0.096,88,110,NA,NA,29,32,12.06,NA,3.2,13,1.086,NA,139,142
2008,"Kemp, Marcelus",SG,75,221,27.62,0.09,80.5,103.5,NA,NA,26,30,11.79,NA,3.39,9,1.073,NA,129.5,133.5
2008,"Leunen, Maarty",SF,79.25,222,24.85,0.089,80,102.5,NA,NA,29.5,34.5,11.57,NA,3.36,14,1.009,NA,132,137
2008,"Longar, Longar",C,81,212.5,22.77,0.106,85.25,109.5,NA,NA,NA,NA,NA,NA,NA,14,1.052,NA,NA,NA
2008,"Lopez, Brook",C,83.25,258,26.17,0.063,89.5,113,NA,NA,27.5,30.5,12.77,NA,3.57,7,1.075,NA,140.5,143.5
2008,"Love, Kevin",PF,79.75,255,28.19,0.129,83.25,106,NA,NA,29.5,35,11.17,NA,3.22,18,1.044,NA,135.5,141
2008,"Maric, Aleks",C,81.75,273,28.72,0.101,85,109.5,NA,NA,23,28,11.76,NA,3.35,15,1.04,NA,132.5,137.5
2008,"Mayo, O.J.",SG-PG,75.25,200,24.83,0.063,78,99.5,NA,NA,30.5,41,11.04,NA,3.14,7,1.037,NA,130,140.5
2008,"Mays, James",PF,78.75,227,25.73,0.088,85.75,105,NA,NA,29.5,35,11.23,NA,3.19,13,1.089,NA,134.5,140
2008,"Mbah a Moute, Luc",SF,77.75,221,25.7,0.07,86.5,103.5,NA,NA,32,38.5,11.71,NA,3.17,11,1.113,NA,135.5,142
2008,"McGee, JaVale",C-PF,83,241,24.59,0.053,90,114.5,NA,NA,27,32.5,12.75,NA,3.25,7,1.084,NA,141.5,147
2008,"Neitzel, Drew",PG,71.75,175.5,23.97,0.062,74.5,95,NA,NA,25.5,32,11.19,NA,3.2,10,1.038,NA,120.5,127
2008,"Nelson, DeMarcus",PG-SG,73,198,26.12,0.045,82,98.5,NA,NA,34.5,38.5,10.54,NA,3.13,19,1.123,NA,133,137
2008,"Padgett, David",C-PF,82.25,239.5,24.89,0.09,85,109.5,NA,NA,24,28,12.45,NA,3.45,17,1.033,NA,133.5,137.5
2008,"Pargo, Jeremy",PG,72.5,208,27.82,0.076,77,96,NA,NA,32,37,10.65,NA,3.07,7,1.062,NA,128,133
2008,"Plaisted, Trent",PF,81.25,240,25.56,0.11,82.5,105.5,NA,NA,30.5,35.5,11.32,NA,3.17,14,1.015,NA,136,141
2008,"Prowell, Quan",SF-PF,78.75,225.5,25.56,0.065,82.5,103.5,NA,NA,32,36,11.79,NA,3.14,16,1.048,NA,135.5,139.5
2008,"Pruitt, Shaun",C-PF,80.25,242.2,26.44,0.138,85,107.5,NA,NA,27,32.5,11.3,NA,3.4,10,1.059,NA,134.5,140
2008,"Randolph, Anthony",PF-SF,81,197,21.11,0.047,87,109,NA,NA,29,35,11.86,NA,3.26,7,1.074,NA,138,144
2008,"Rhodes, Charles",PF,79.25,244,27.31,0.107,83.25,107.5,NA,NA,26.5,33.5,11.51,NA,3.13,14,1.05,NA,134,141
2008,"Riek, John",C,82.5,237,24.48,0.11,92.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.124,NA,NA,NA
2008,"Roberts, Brian",PG,72.25,173,23.3,0.036,73.25,95,NA,NA,31.5,36.5,10.65,NA,3.05,10,1.014,NA,126.5,131.5
2008,"Robinson, Russell",PG,72.5,196,26.21,0.074,80,100.5,NA,NA,25,31.5,11.3,NA,3.15,8,1.103,NA,125.5,132
2008,"Roby, Richard",SG-SF,76.25,203,24.55,0.092,81.75,104,NA,NA,NA,NA,NA,NA,NA,NA,1.072,NA,NA,NA
2008,"Rose, Derrick",PG,73.5,196,25.51,0.046,80,98.5,NA,NA,34.5,40,11.69,NA,3.05,10,1.088,NA,133,138.5
2008,"Singletary, Sean",PG,71,183.8,25.63,0.042,76.5,95,NA,NA,26,NA,NA,NA,NA,18,1.077,NA,121,NA
2008,"Steele, Ronald",PG,72.25,183.5,24.71,0.081,76.25,97.5,NA,NA,25,29.5,11.08,NA,3.26,5,1.055,NA,122.5,127
2008,"Taylor, Bryce",SG,74.75,210,26.42,0.083,81,99.5,NA,NA,34.5,41,11.08,NA,3.19,16,1.084,NA,134,140.5
2008,"Taylor, Mike",SG-PG,72.75,166.2,22.08,0.038,79.25,98,NA,NA,31,39,10.98,NA,3.08,2,1.089,NA,129,137
2008,"Tyndale, Mark",SG-SF,74.75,217,27.3,0.067,83,103.5,NA,NA,27,33.5,12.52,NA,3.14,5,1.11,NA,130.5,137
2008,"Vaden, Robert",SG,75.5,199,24.54,0.062,80,101,NA,NA,26,29.5,11.97,NA,3.4,10,1.06,NA,127,130.5
2008,"Washington, Deron",SF,77.25,198.5,23.38,0.072,81,102.5,NA,NA,34,40,11.03,NA,3.09,7,1.049,NA,136.5,142.5
2008,"Weems, Sonny",SG-SF,76,193,23.49,0.044,82,104,NA,NA,29,36.5,10.58,NA,2.96,12,1.079,NA,133,140.5
2008,"Westbrook, Russell",PG,74.25,192,24.48,0.048,79.75,100,NA,NA,30,36.5,10.98,NA,3.08,12,1.074,NA,130,136.5
2008,"Williams, Reggie",SG,75.25,199,24.71,0.053,81.25,103,NA,NA,31.5,36.5,11.32,NA,3.07,15,1.08,NA,134.5,139.5
2007,"Abukar, Mohamed",SF,80,210,23.07,0.089,81,103,NA,NA,30.5,35,11.78,NA,3.37,15,1.013,NA,133.5,138
2007,"Boggan, Mario",PF,77,240,28.46,0.092,86,107,NA,NA,24,26.5,12.18,NA,3.45,12,1.117,NA,131,133.5
2007,"Bradshaw, Craig",PF,80,240,26.36,0.121,85.5,106.5,NA,NA,26,28,11.88,NA,3.54,12,1.069,NA,132.5,134.5
2007,"Brewer, Corey",SF-SG,78,185,21.38,0.042,80.25,103,NA,NA,30.5,36.5,11.69,NA,3.22,11,1.029,NA,133.5,139.5
2007,"Brooks, Aaron",PG,70,161,23.1,0.027,76,94,NA,NA,32.5,39.5,10.57,NA,3.2,6,1.086,NA,126.5,133.5
2007,"Brown, Bobby",PG,71,170,23.71,0.066,76,95.5,NA,NA,32.5,41,11.27,NA,3.25,3,1.07,NA,128,136.5
2007,"Carter, Russell",SG,75,221,27.62,0.06,80.5,97.5,NA,NA,33,38.5,11.61,NA,3.29,25,1.073,NA,130.5,136
2007,"Collins, Coleman",PF,80,236,25.92,0.062,86,107,NA,NA,30,35,11.47,NA,NA,21,1.075,NA,137,142
2007,"Conley, Mike",PG,71,175,24.4,0.042,77.75,94.5,NA,NA,35.5,40.5,11.63,NA,3.09,13,1.095,NA,130,135
2007,"Cook, Daequan",SG,75,203,25.37,0.07,80.25,101.5,NA,NA,30,34.5,11.12,NA,3.22,4,1.07,NA,131.5,136
2007,"Covile, Ryvon",C-PF,79,250,28.16,0.08,85.25,107.5,NA,NA,25,30.5,12.52,NA,3.37,19,1.079,NA,132.5,138
2007,"Crittenton, Javaris",PG,75,194,24.25,0.045,77.5,98,NA,NA,32.5,38,11.6,NA,3.32,11,1.033,NA,130.5,136
2007,"Davidson, Jermareo",PF,81,230,24.64,0.069,88,109.5,NA,NA,27,30,12.63,NA,3.53,7,1.086,NA,136.5,139.5
2007,"Doellman, Justin",PF,80,205,22.52,0.07,80.75,105,NA,NA,NA,NA,NA,NA,NA,19,1.009,NA,NA,NA
2007,"Dowdell, Zabian",PG,73,191,25.2,0.051,82,100,NA,NA,30,33.5,11.13,NA,3.29,3,1.123,NA,130,133.5
2007,"Dudley, Jared",SF,77,219,25.97,0.071,79,102,NA,NA,28,32,11.32,NA,3.45,14,1.026,NA,130,134
2007,"Durant, Kevin",SF-PF,81,215,23.04,0.066,88.75,110,NA,NA,26,33.5,12.33,NA,3.45,0,1.096,NA,136,143.5
2007,"Freeman, Rashaun",PF,78,244,28.19,0.115,83.5,104,NA,NA,28,32,11.43,NA,3.41,20,1.071,NA,132,136
2007,"Gray, Aaron",C,84,271,27,0.108,87.25,108.5,NA,NA,27,32.5,12.07,NA,3.7,17,1.039,NA,135.5,141
2007,"Green, Caleb",PF,78,238,27.5,0.109,83.75,103,NA,NA,28.5,36,11.72,NA,3.46,9,1.074,NA,131.5,139
2007,"Green, Jeff",SF,79,228,25.68,0.037,85.25,103,NA,NA,33.5,38,12,NA,3.34,17,1.079,NA,136.5,141
2007,"Green, Taurean",PG,71,173,24.13,0.046,74.25,96,NA,NA,29,32.5,11.3,NA,3.26,8,1.046,NA,125,128.5
