player_name,age,player_height,player_weight,draft_year,draft_round,draft_number,gp,pts,reb,ast,net_rating,usg_pct,ts_pct,ast_pct,season,POS,BMI,BF,WNGSPN,STNDRCH,STNDVERT,LPVERT,LANE,SHUTTLE,SPRINT
Glen Rice,30,80.0,220.0,1989.0,1,4,79,26.8,4.0,2.0,3.2,0.272,0.605,0.088,1996-97,SF-SG,25.32,0.0845,81.25,101.5,33.0,40.5,10.99,3.08,3.25
Glenn Robinson III,26,78.0,222.0,2014.0,2,40,62,11.7,4.4,1.5,-7.8,0.16,0.577,0.081,2019-20,SF,24.74,0.0505,82.0,100.5,36.5,41.5,11.22,3.04,3.15
Gordon Hayward,27,80.0,226.0,2010.0,1,9,73,21.9,5.4,3.5,7.1,0.276,0.595,0.179,2016-17,SF,23.92,0.069,79.75,103.0,30.5,34.5,11.73,,3.22
Gorgui Dieng,26,83.0,241.0,2013.0,1,21,82,10.1,7.1,1.7,0.8,0.169,0.601,0.099,2015-16,C,24.15,0.0535,87.5,111.5,,,,,
Grant Jerrett,21,82.0,232.0,2013.0,2,40,8,2.0,1.1,0.4,-22.3,0.249,0.303,0.091,2014-15,PF,25.01,0.1005,86.0,109.0,28.5,34.0,11.85,3.23,3.51
Grant Riller,24,74.0,190.0,2020.0,2,56,7,2.6,0.1,0.4,-5.4,0.22,0.75,0.3,2020-21,PG-SG,24.03,0.054,77.25,96.5,32.5,39.5,11.17,2.45,3.07
Grant Williams,24,78.0,236.0,2019.0,1,22,79,8.1,4.6,1.7,5.9,0.128,0.605,0.086,2022-23,PF,27.93,0.054,81.75,104.5,26.0,31.5,10.83,3.27,3.33
Grayson Allen,26,76.0,198.0,2018.0,1,21,66,11.1,3.4,1.5,5.0,0.148,0.609,0.075,2021-22,SG,24.75,0.0555,79.25,97.0,32.5,40.5,10.31,3.04,3.15
Greg Brown III,20,79.0,206.0,2021.0,2,43,48,4.7,2.8,0.7,-17.6,0.168,0.515,0.087,2021-22,PF,23.1,0.055,84.25,107.0,33.5,39.0,10.98,2.98,3.19
Greg Monroe,23,83.0,250.0,2010.0,1,7,81,16.0,9.6,3.5,-5.5,0.248,0.527,0.189,2012-13,PF-C,25.94,0.112,86.25,108.5,25.0,29.0,12.1,,3.35
Greg Oden,22,84.0,285.0,2007.0,1,1,21,11.1,8.5,0.9,8.9,0.209,0.647,0.066,2009-10,C,26.23,0.078,88.25,112.0,32.0,34.0,11.67,,3.27
Greivis Vasquez,26,78.0,211.0,2010.0,1,28,78,13.9,4.3,9.0,-4.3,0.229,0.502,0.432,2012-13,PG-SG,24.99,0.086,79.0,101.0,,,,,
Hakim Warrick,24,81.0,219.0,2005.0,1,19,82,12.7,5.1,0.9,-9.0,0.221,0.592,0.064,2006-07,PF-SF,24.07,,86.0,108.0,33.0,38.0,,,3.22
Hamidou Diallo,22,77.0,202.0,2018.0,2,45,52,11.6,5.2,1.9,-8.6,0.218,0.541,0.133,2020-21,SG,23.82,0.0445,83.5,103.0,32.5,40.5,10.53,3.14,3.1
Harrison Barnes,25,80.0,225.0,2012.0,1,7,79,19.2,5.0,1.5,-2.1,0.255,0.541,0.076,2016-17,SF-SG,25.66,0.096,83.25,101.5,38.0,39.5,10.93,,3.16
Hasheem Thabeet,23,87.0,267.0,2009.0,1,2,68,3.1,3.6,0.2,-5.9,0.105,0.605,0.018,2009-10,C,25.85,0.067,90.25,113.0,,,,,
Hassan Whiteside,28,84.0,265.0,2010.0,2,33,77,17.0,14.1,0.7,1.3,0.226,0.579,0.037,2016-17,C-PF,23.4,0.055,91.0,113.0,27.0,31.5,11.83,,3.54
Henry Ellenson,24,82.0,240.0,2016.0,1,18,2,7.5,6.0,2.5,10.6,0.167,0.476,0.208,2020-21,PF,25.3,0.112,86.25,108.0,,,,,
Henry Sims,25,82.0,248.0,,Undrafted,Undrafted,73,8.0,4.9,1.1,-11.5,0.206,0.521,0.109,2014-15,C-PF,25.22,0.077,88.0,108.0,26.5,29.5,12.33,,3.44
Herbert Jones,24,79.0,206.0,2021.0,2,35,66,9.8,4.1,2.5,3.9,0.144,0.567,0.108,2022-23,SF,23.85,0.058,84.25,106.0,28.5,36.5,11.02,3.17,3.25
Hilton Armstrong,24,83.0,235.0,2006.0,1,12,70,4.8,2.8,0.4,-3.9,0.165,0.585,0.045,2008-09,C-PF,25.4,0.063,88.0,109.0,28.5,31.5,12.28,,3.53
Hollis Thompson,25,80.0,206.0,,Undrafted,Undrafted,77,9.8,3.5,1.3,-8.4,0.161,0.525,0.072,2015-16,SF,23.35,0.06,81.5,102.5,28.5,36.5,11.72,,3.38
Horace Jenkins,30,73.0,180.0,,Undrafted,Undrafted,15,2.8,0.6,0.6,-4.7,0.269,0.414,0.214,2004-05,PG,23.35,0.06,77.25,97.0,34.5,41.0,10.97,,3.1
Ignas Brazdeikis,22,78.0,221.0,2019.0,2,47,13,7.0,3.5,1.3,-4.3,0.171,0.51,0.1,2020-21,SF,25.68,0.06,81.25,102.0,31.0,36.5,11.06,3.17,3.36
Igor Rakocevic,25,74.0,184.0,2000.0,2,51,42,1.9,0.4,0.8,10.2,0.182,0.528,0.202,2002-03,PG,23.31,,77.25,100.0,27.5,34.0,10.4,,3.1
Ike Anigbogu,19,82.0,262.0,2017.0,2,47,11,1.2,0.8,0.0,-25.5,0.179,0.558,0.0,2017-18,C,27.36,0.054,90.25,110.5,29.5,32.5,12.52,3.48,3.44
Ike Diogu,22,80.0,255.0,2005.0,1,9,69,7.0,3.3,0.4,-3.7,0.208,0.596,0.051,2005-06,PF,29.14,,87.5,109.0,28.0,31.0,11.94,,3.45
Iman Shumpert,22,77.0,220.0,2011.0,1,17,59,9.5,3.2,2.8,3.5,0.182,0.484,0.152,2011-12,PG-SG,26.82,0.065,81.5,99.5,36.5,42.0,11.1,,3.18
Immanuel Quickley,24,74.0,190.0,2020.0,1,25,81,14.9,4.2,3.4,6.2,0.203,0.578,0.178,2022-23,SG,23.85,0.082,80.25,99.0,29.5,35.5,11.21,2.46,3.17
Isaiah Briscoe,23,75.0,215.0,,Undrafted,Undrafted,39,3.5,1.9,2.2,2.0,0.139,0.455,0.226,2018-19,PG,29.14,0.11,81.0,99.5,28.0,33.5,10.95,2.85,3.38
Isaiah Canaan,25,72.0,201.0,2013.0,2,34,77,11.0,2.3,1.8,-12.6,0.198,0.528,0.12,2015-16,PG,26.27,0.059,76.5,94.5,33.0,40.5,10.98,2.89,3.22
Isaiah Hicks,23,81.0,242.0,,Undrafted,Undrafted,18,4.4,2.3,0.9,-7.7,0.175,0.501,0.098,2017-18,PF,26.13,0.077,84.5,105.0,31.5,37.0,12.31,3.31,3.36
Isaiah Joe,23,75.0,165.0,2020.0,2,49,73,9.5,2.4,1.2,5.1,0.17,0.626,0.087,2022-23,SG,21.3,0.047,79.5,101.0,,,,,
Isaiah Livers,24,78.0,232.0,2021.0,2,42,52,6.7,2.8,0.8,-7.8,0.117,0.567,0.048,2022-23,SF,26.96,0.094,81.25,104.5,,,,,
Isaiah Mobley,23,80.0,238.0,2022.0,2,49,12,2.6,1.7,0.3,19.8,0.166,0.521,0.054,2022-23,PF,26.14,0.129,87.0,107.5,26.5,32.0,12.7,3.5,3.3
Isaiah Roby,24,80.0,230.0,2019.0,2,45,45,10.1,4.8,1.6,-8.8,0.185,0.607,0.117,2021-22,PF,23.95,0.039,85.0,106.0,32.5,35.5,10.63,3.05,3.25
Isaiah Stewart,22,80.0,250.0,2020.0,1,16,50,11.3,8.1,1.4,-8.0,0.17,0.56,0.073,2022-23,C,27.2,0.075,88.75,108.5,,,,,
Isaiah Thomas,28,69.0,185.0,2011.0,2,60,76,28.9,2.7,5.9,5.0,0.337,0.625,0.305,2016-17,PG,27.66,0.067,73.75,91.5,31.5,40.0,10.49,,3.14
Isaiah Todd,20,81.0,219.0,2021.0,2,31,12,1.7,1.0,0.3,-15.6,0.188,0.349,0.095,2021-22,PF,23.61,0.062,85.25,107.5,28.5,35.5,11.38,3.25,3.31
Isaiah Whitehead,22,76.0,213.0,2016.0,2,42,73,7.4,2.5,2.6,-2.9,0.183,0.487,0.173,2016-17,PG-SG,26.07,0.0925,80.75,100.0,27.5,35.5,11.65,3.21,3.34
Ivan McFarlin,25,79.0,229.0,,Undrafted,Undrafted,11,1.4,1.0,0.1,-19.2,0.179,0.466,0.038,2006-07,PF,26.76,,81.0,105.5,26.5,32.0,10.64,,3.27
Ivan Rabb,22,82.0,220.0,2017.0,2,35,49,5.8,4.2,1.1,-6.2,0.166,0.586,0.123,2018-19,PF,23.68,0.068,85.5,109.0,28.5,32.5,12.68,3.23,3.35
J.R. Bremer,22,74.0,185.0,,Undrafted,Undrafted,64,8.3,2.3,2.6,-2.1,0.18,0.515,0.19,2002-03,SG-PG,24.63,,74.25,96.0,30.0,35.5,10.93,,3.1
J.R. Giddens,25,77.0,215.0,2008.0,1,30,32,2.2,1.6,0.4,-8.8,0.162,0.492,0.096,2009-10,SG,25.32,0.054,83.25,103.0,,,,,
JD Davison,20,73.0,195.0,2022.0,2,53,12,1.6,0.8,0.9,-5.8,0.157,0.478,0.234,2022-23,PG,25.65,0.078,78.5,99.5,30.0,37.0,11.38,3.23,3.26
JJ Redick,35,76.0,200.0,2006.0,1,11,76,18.1,2.4,2.7,5.6,0.209,0.602,0.129,2018-19,SG,23.13,0.07,75.25,97.5,27.5,33.0,10.94,,3.29
JT Thor,20,81.0,203.0,2021.0,2,37,69,3.8,2.2,0.5,-7.5,0.13,0.506,0.054,2022-23,PF,22.02,0.061,87.25,110.0,31.5,35.0,12.19,3.08,3.06
JaJuan Johnson,23,82.0,221.0,2011.0,1,27,36,3.2,1.6,0.2,-4.5,0.224,0.456,0.04,2011-12,PF,23.55,0.075,86.0,107.5,33.5,38.0,11.21,,3.14
JaMychal Green,28,81.0,227.0,,Undrafted,Undrafted,55,10.3,8.4,1.4,-8.0,0.178,0.53,0.082,2017-18,PF,23.88,0.098,86.25,106.5,29.5,32.5,10.63,,3.38
JaVale McGee,31,84.0,270.0,2008.0,1,18,75,12.0,7.5,0.7,-4.4,0.197,0.634,0.045,2018-19,C-PF,24.59,0.053,90.0,114.5,27.0,32.5,12.75,,3.25
Jabari Brown,22,77.0,214.0,,Undrafted,Undrafted,19,11.9,1.9,2.1,-13.4,0.186,0.547,0.113,2014-15,SG,25.23,0.0605,80.25,100.0,28.0,32.0,11.6,3.26,3.5
Jabari Walker,20,79.0,200.0,2022.0,2,57,56,3.9,2.3,0.6,-9.0,0.164,0.496,0.08,2022-23,PF,24.24,0.121,82.75,105.0,29.5,32.5,11.53,3.12,3.24
Jackie Butler,21,82.0,260.0,,Undrafted,Undrafted,55,5.3,3.3,0.5,6.7,0.193,0.587,0.056,2005-06,C,28.89,0.163,85.5,109.0,23.0,25.0,13.32,,3.4
Jackson Vroman,24,82.0,220.0,2004.0,2,31,46,4.6,3.8,0.9,-7.9,0.188,0.457,0.095,2004-05,PF-C,24.07,0.067,84.0,105.5,29.5,33.5,10.75,,3.25
Jacob Evans,23,76.0,210.0,2018.0,1,28,29,4.4,1.4,1.1,-11.0,0.167,0.436,0.12,2019-20,SG-SF,24.13,0.065,81.25,102.5,28.0,35.5,11.11,3.14,3.2
Jaden Springer,20,76.0,202.0,2021.0,1,28,16,2.6,0.9,0.5,-2.1,0.188,0.545,0.129,2022-23,SG,25.25,0.063,79.75,99.0,34.5,41.5,11.46,3.1,3.13
Jae Crowder,25,78.0,235.0,2012.0,2,34,73,14.2,5.1,1.8,4.5,0.184,0.565,0.087,2015-16,SF,28.79,0.09,81.25,99.5,31.0,34.5,11.45,,3.37
Jahmi'us Ramsey,21,75.0,190.0,2020.0,2,43,19,3.2,0.7,0.4,-6.0,0.208,0.468,0.075,2021-22,SG,24.5,0.034,78.0,100.5,,,,,
Jake LaRavia,21,79.0,235.0,2022.0,1,19,35,3.0,1.8,0.6,-7.6,0.117,0.531,0.068,2022-23,PF,25.76,0.09,81.5,104.0,27.5,34.0,10.58,2.89,3.37
Jake Layman,26,80.0,209.0,2016.0,2,47,23,9.1,2.5,0.7,2.0,0.165,0.544,0.041,2019-20,SF,22.91,0.071,81.25,102.0,33.0,39.5,11.35,2.82,3.24
Jakob Poeltl,26,85.0,245.0,2016.0,1,9,68,13.5,9.3,2.8,3.4,0.182,0.613,0.131,2021-22,C,23.67,0.058,86.75,111.5,,,,,
Jalen Brunson,26,74.0,190.0,2018.0,2,33,68,24.0,3.5,6.2,2.1,0.266,0.597,0.28,2022-23,PG,26.17,0.067,76.0,96.0,29.0,37.0,10.59,3.11,3.15
Jalen Harris,22,77.0,195.0,2020.0,2,59,13,7.4,1.4,1.3,0.3,0.219,0.632,0.153,2020-21,SG,24.33,0.044,79.0,97.5,37.5,42.5,10.59,2.49,3.11
Jalen Johnson,21,80.0,219.0,2021.0,1,20,70,5.6,4.0,1.2,0.3,0.156,0.554,0.106,2022-23,PF,23.17,0.045,84.25,106.0,,,,,
Jalen Lecque,20,76.0,185.0,,Undrafted,Undrafted,5,2.0,0.4,0.4,-20.2,0.186,0.46,0.118,2019-20,PG,23.46,0.04,80.5,98.5,35.0,43.0,11.09,3.3,3.29
Jalen McDaniels,25,81.0,205.0,2019.0,2,52,80,9.4,4.3,1.6,-3.4,0.165,0.557,0.094,2022-23,SF,20.92,0.057,84.25,105.5,29.5,33.5,11.54,3.23,3.32
Jalen Smith,23,81.0,215.0,2020.0,1,10,68,9.4,5.8,1.0,-3.8,0.201,0.565,0.076,2022-23,PF-C,23.92,0.037,86.25,110.0,,,,,
Jalen Williams,22,77.0,211.0,2022.0,1,12,75,14.1,4.5,3.3,-1.0,0.18,0.601,0.152,2022-23,SG,25.13,0.089,86.25,105.5,33.5,39.0,11.13,3.17,3.11
Jamaal Franklin,22,77.0,191.0,2013.0,2,41,21,1.9,1.1,0.3,4.8,0.142,0.489,0.053,2013-14,SG-SF,23.22,0.0825,83.25,103.5,,,,,
Jamaal Tinsley,27,75.0,195.0,2001.0,1,27,40,15.4,4.0,6.4,3.4,0.258,0.518,0.35,2004-05,PG,26.43,0.136,79.5,97.5,28.0,37.5,11.96,,3.2
Jamal Crawford,28,77.0,200.0,2000.0,1,8,80,20.6,2.6,5.0,-7.1,0.246,0.528,0.217,2007-08,PG-SG,21.02,,82.0,102.5,,,,,
Jamario Moon,28,80.0,205.0,,Undrafted,Undrafted,78,8.5,6.2,1.2,7.3,0.146,0.54,0.06,2007-08,SF,21.11,0.053,83.5,103.0,33.0,43.0,11.64,,3.08
Jameer Nelson,27,72.0,190.0,2004.0,1,20,42,16.7,3.5,5.4,15.8,0.229,0.612,0.292,2008-09,PG,27.75,0.08,74.5,95.0,28.5,33.5,10.95,,3.14
Jamel Artis,25,79.0,213.0,,Undrafted,Undrafted,15,5.1,2.5,1.2,-0.9,0.142,0.457,0.098,2017-18,SG-SF,24.95,0.119,82.0,105.0,23.5,31.0,11.62,3.08,3.44
James Anderson,25,78.0,210.0,2010.0,1,20,80,10.1,3.8,1.9,-11.2,0.159,0.53,0.099,2013-14,SF,24.78,0.079,80.5,104.0,30.0,35.5,11.86,,3.19
James Augustine,24,82.0,235.0,2006.0,2,41,25,1.6,1.2,0.1,-1.2,0.126,0.533,0.023,2007-08,PF,24.78,0.055,84.25,104.0,30.0,32.5,10.54,,3.25
James Bouknight,22,76.0,190.0,2021.0,1,11,34,5.6,2.1,1.2,-8.3,0.192,0.463,0.117,2022-23,SG,23.43,0.055,80.25,101.5,,,,,
James Harden,29,77.0,220.0,2009.0,1,3,78,36.1,6.6,7.5,6.3,0.396,0.616,0.394,2018-19,SG,27.02,0.101,82.75,103.5,31.5,37.0,11.1,,3.13
James Johnson,30,81.0,250.0,2009.0,1,16,76,12.8,4.9,3.6,2.6,0.219,0.564,0.21,2016-17,SF-PF,28.97,0.12,84.75,105.5,30.5,35.0,11.21,,3.23
James Jones,25,80.0,220.0,2003.0,2,49,75,9.3,3.4,0.8,6.7,0.17,0.551,0.044,2005-06,SF,24.4,0.067,86.5,107.5,30.5,33.0,11.18,,3.19
James Lang,23,82.0,305.0,2003.0,2,48,11,1.0,1.0,0.2,-0.3,0.115,0.491,0.054,2006-07,C-PF,34.49,0.214,90.25,110.0,24.5,32.0,14.01,,3.55
James Southerland,24,80.0,215.0,,Undrafted,Undrafted,4,3.5,2.0,0.0,8.4,0.238,0.441,0.0,2013-14,SF-PF,24.85,0.0805,85.0,106.0,29.0,32.0,10.9,3.03,3.38
James Young,19,78.0,215.0,2014.0,1,17,31,3.4,1.4,0.4,-2.9,0.153,0.457,0.059,2014-15,SG,25.13,0.051,84.0,104.0,28.0,35.5,,,
Jamison Brewer,23,76.0,184.0,2001.0,2,40,13,2.5,0.8,1.3,8.7,0.141,0.425,0.179,2003-04,PG,22.55,0.067,80.75,102.5,26.0,32.5,9.65,,3.15
Jannero Pargo,27,73.0,175.0,,Undrafted,Undrafted,82,9.2,2.2,2.5,-3.2,0.237,0.504,0.218,2006-07,PG,22.63,,74.5,96.0,25.5,29.5,11.11,,3.2
Jared Butler,22,75.0,193.0,2021.0,2,40,6,6.2,0.7,1.3,2.6,0.208,0.578,0.16,2022-23,PG,24.61,0.051,76.0,98.5,,,,,
Jared Cunningham,25,76.0,195.0,2012.0,1,24,44,2.7,0.9,0.5,-3.3,0.169,0.464,0.074,2015-16,SG-PG,23.14,0.036,78.5,98.0,,,,,
Jared Dudley,26,79.0,225.0,2007.0,1,22,65,12.7,4.6,1.7,2.0,0.175,0.575,0.084,2011-12,SF,25.97,0.071,79.0,102.0,28.0,32.0,11.32,,3.45
Jared Harper,24,70.0,175.0,,Undrafted,Undrafted,5,7.4,0.4,2.8,9.8,0.287,0.666,0.538,2021-22,PG,24.45,0.039,77.5,94.0,33.5,40.5,10.77,3.02,3.04
Jared Jeffries,23,82.0,230.0,2002.0,1,11,77,6.8,4.9,2.0,1.6,0.135,0.512,0.115,2004-05,PF,24.05,,84.5,109.0,26.0,30.0,11.73,,3.4
Jared Reiner,25,83.0,255.0,,Undrafted,Undrafted,27,1.2,2.6,0.5,-12.8,0.113,0.348,0.076,2006-07,C-PF,25.72,0.129,84.5,109.0,22.0,26.0,12.65,,3.56
Jared Sullinger,22,81.0,260.0,2012.0,1,21,74,13.3,8.1,1.6,-2.9,0.237,0.497,0.097,2013-14,PF,29.65,0.107,85.25,105.5,29.5,31.0,12.77,,3.81
Jarell Martin,24,82.0,239.0,2015.0,1,25,73,7.7,4.4,1.0,-7.6,0.168,0.516,0.073,2017-18,PF,26.21,0.101,81.0,106.5,28.5,35.0,11.2,2.97,3.27
Jaren Jackson,30,78.0,215.0,,Undrafted,Undrafted,82,8.8,2.6,1.9,9.0,0.171,0.511,0.116,1997-98,PF-C,24.83,0.072,89.25,110.0,,,,,
Jarnell Stokes,21,81.0,263.0,2014.0,2,35,19,3.0,1.8,0.2,5.1,0.193,0.578,0.053,2014-15,PF,29.6,0.082,85.25,103.5,31.0,36.0,11.92,3.2,3.26
Jaron Blossomgame,25,80.0,220.0,2017.0,2,59,27,4.2,3.6,0.5,-6.0,0.12,0.51,0.043,2018-19,SF,25.42,0.057,82.0,104.5,31.0,35.5,11.47,3.35,3.17
Jarrett Allen,24,82.0,243.0,2017.0,1,22,56,16.1,10.8,1.6,3.3,0.177,0.698,0.079,2021-22,C,25.03,0.074,89.25,109.5,31.5,35.5,11.82,3.0,3.21
Jarrett Culver,21,78.0,195.0,2019.0,1,6,63,9.2,3.4,1.7,-3.3,0.187,0.467,0.105,2019-20,SG,22.88,0.05,81.5,100.5,,,,,
Jarrett Jack,28,75.0,197.0,2005.0,1,22,45,15.6,3.9,6.3,-9.0,0.23,0.54,0.342,2011-12,PG,25.03,,79.5,100.0,26.0,28.5,10.87,,3.24
Jarrod Uthoff,24,81.0,221.0,,Undrafted,Undrafted,9,4.4,2.4,1.0,-26.8,0.174,0.487,0.141,2016-17,PF,23.26,0.06,83.5,104.0,29.0,34.5,11.52,3.03,3.5
Jarron Collins,23,83.0,252.0,2001.0,2,52,70,6.4,4.2,0.8,2.4,0.152,0.532,0.065,2001-02,C-PF,26.84,0.152,87.0,104.0,23.0,29.0,11.65,,3.6
Jarvis Varnado,26,81.0,230.0,2010.0,2,41,24,4.1,2.6,0.5,-11.6,0.121,0.597,0.059,2013-14,PF-C,22.95,0.095,87.5,109.5,29.5,32.5,11.61,,3.37
Jason Collins,26,84.0,255.0,2001.0,1,18,80,6.4,6.1,1.3,2.7,0.117,0.471,0.066,2004-05,PF-C,26.08,0.129,88.5,110.0,25.5,28.5,12.1,,3.54
Jason Hart,27,75.0,185.0,2000.0,2,49,74,9.5,2.7,5.0,-8.2,0.183,0.534,0.335,2004-05,PG,23.39,,78.0,97.5,29.5,33.5,11.7,,3.34
Jason Kapono,26,80.0,215.0,2003.0,2,31,67,10.9,2.7,1.2,1.1,0.179,0.613,0.079,2006-07,SG-SF,24.53,0.117,78.5,102.0,23.5,30.0,11.04,,3.38
Jason Maxiell,25,79.0,260.0,2005.0,1,26,82,7.9,5.3,0.6,5.2,0.166,0.576,0.042,2007-08,PF,30.54,,87.25,107.0,,,,,
Jason Preston,23,75.0,181.0,2021.0,2,33,14,2.9,1.6,1.9,-1.6,0.166,0.489,0.307,2022-23,PG,22.57,0.0545,80.5,100.5,30.5,38.5,10.82,3.08,3.13
Jason Richardson,25,78.0,225.0,2001.0,1,5,75,23.2,5.8,3.1,0.9,0.276,0.538,0.149,2005-06,SF-SG,25.42,0.053,83.5,102.5,32.5,39.5,11.75,,3.12
Jason Smith,26,84.0,240.0,2007.0,1,20,40,9.9,4.9,0.9,-0.4,0.207,0.537,0.066,2011-12,PF,23.92,0.075,82.75,106.0,33.5,37.5,10.96,,3.29
Javaris Crittenton,20,77.0,200.0,2007.0,1,19,50,5.6,2.2,1.0,-2.5,0.216,0.499,0.121,2007-08,PG,24.25,0.045,77.5,98.0,32.5,38.0,11.6,,3.32
Jawad Williams,27,81.0,218.0,,Undrafted,Undrafted,54,4.1,1.5,0.6,-0.9,0.153,0.496,0.073,2009-10,SF,24.56,,85.25,106.5,28.0,34.0,11.39,,3.23
Jawun Evans,21,72.0,190.0,2017.0,2,39,48,4.8,1.8,2.1,2.1,0.17,0.421,0.177,2017-18,PG,26.01,0.091,77.5,95.0,27.5,33.5,11.34,3.26,3.21
Jaxson Hayes,22,83.0,220.0,2019.0,1,8,70,9.3,4.5,0.6,0.5,0.159,0.68,0.047,2021-22,PF,22.72,0.05,87.5,110.5,27.0,34.5,11.74,3.23,3.37
Jay Williams,21,74.0,195.0,2002.0,1,2,75,9.5,2.6,4.7,-9.8,0.209,0.472,0.297,2002-03,PG,26.53,,75.5,97.0,28.5,36.0,10.34,,3.09
Jaylen Brown,26,78.0,223.0,2016.0,1,3,67,26.6,6.9,3.5,5.4,0.307,0.581,0.163,2022-23,SG-SF,26.25,0.0505,83.75,102.5,,,,,
Jaylen Nowell,23,76.0,201.0,2019.0,2,43,65,10.8,2.6,2.0,0.0,0.238,0.527,0.156,2022-23,SG,25.13,0.061,79.25,98.0,32.0,38.5,10.76,3.13,3.23
Jaylin Williams,21,81.0,240.0,2022.0,2,34,49,5.9,4.9,1.6,-4.6,0.133,0.559,0.109,2022-23,C,25.51,0.08,85.0,108.5,24.5,30.0,11.64,3.1,3.5
Jeff Adrien,28,79.1,244.7,,Undrafted,Undrafted,53,6.8,5.8,0.7,-3.7,0.168,0.553,0.064,2013-14,PF,27.83,0.079,86.0,107.5,27.5,31.5,11.34,,3.32
Jeff Ayres,26,81.0,250.0,2009.0,2,31,37,3.9,2.8,0.4,9.6,0.191,0.533,0.068,2012-13,PF,25.83,0.055,85.0,107.0,31.0,35.0,11.98,,3.14
Jeff Green,27,81.0,235.0,2007.0,1,5,82,16.9,4.6,1.7,-7.3,0.234,0.52,0.085,2013-14,SF,25.68,0.037,85.25,103.0,33.5,38.0,12.0,,3.34
Jeff Teague,26,74.0,181.0,2009.0,1,19,79,16.5,2.6,6.7,1.6,0.253,0.541,0.347,2013-14,PG,23.59,0.045,79.5,98.5,30.5,36.5,11.05,,3.18
Jeff Withey,26,84.0,231.0,2013.0,2,39,51,4.3,3.4,0.4,4.4,0.153,0.577,0.051,2015-16,C,22.77,0.0865,86.0,110.5,26.5,29.0,12.49,3.29,3.47
Jerami Grant,27,80.0,210.0,2014.0,2,39,54,22.3,4.6,2.8,-3.2,0.278,0.556,0.145,2020-21,SF,24.41,0.0375,86.75,107.0,,,,,
Jerel McNeal,28,75.0,200.0,,Undrafted,Undrafted,6,1.5,0.5,0.3,-7.1,0.217,0.379,0.118,2014-15,SG,24.78,0.054,79.25,99.5,31.5,36.5,10.61,,3.25
Jeremiah Robinson-Earl,21,80.0,242.0,2021.0,2,32,49,7.5,5.6,1.0,-9.8,0.152,0.526,0.069,2021-22,PF,26.79,0.089,81.75,105.5,27.0,32.0,11.64,3.15,3.29
Jeremy Lamb,27,77.0,185.0,2012.0,1,12,79,15.3,5.5,2.2,0.7,0.22,0.552,0.119,2018-19,SG,21.81,0.045,83.0,102.0,31.5,38.0,10.98,,3.25
Jeremy Pargo,34,74.0,219.0,2009.0,0,0,3,8.3,1.0,2.7,2.4,0.268,0.557,0.308,2019-20,PG,27.82,0.076,77.0,96.0,32.0,37.0,10.65,,3.07
Jeremy Tyler,21,82.0,260.0,2011.0,2,39,42,4.9,3.3,0.4,-9.9,0.211,0.442,0.044,2011-12,PF-C,28.12,0.134,89.0,110.5,28.0,33.5,11.26,,3.29
Jerian Grant,25,76.0,198.0,2015.0,1,19,74,8.4,2.3,4.6,-7.1,0.172,0.528,0.314,2017-18,PG,24.58,0.056,79.5,100.0,,,,,
Jericho Sims,24,82.0,250.0,2021.0,2,58,52,3.4,4.7,0.5,-6.7,0.074,0.78,0.044,2022-23,C,26.81,0.055,87.25,106.0,37.0,44.5,11.59,3.38,3.05
Jermaine Taylor,24,76.0,210.0,2009.0,2,32,34,6.6,1.8,0.9,-10.1,0.226,0.535,0.105,2010-11,SG,25.58,0.058,80.75,101.0,34.0,37.5,11.54,,3.32
Jermareo Davidson,23,82.0,230.0,2007.0,2,36,38,3.2,1.6,0.3,-11.3,0.22,0.437,0.077,2007-08,PF,24.64,0.069,88.0,109.5,27.0,30.0,12.63,,3.53
Jerome Beasley,24,81.0,237.0,2003.0,2,33,2,1.0,0.5,0.0,40.4,0.279,0.333,0.0,2003-04,SF-PF,25.39,0.099,84.5,107.0,27.0,32.0,11.36,,3.25
Jerome Jordan,28,84.0,253.0,2010.0,2,44,44,3.1,2.4,0.3,-12.2,0.157,0.609,0.06,2014-15,C,24.62,0.069,89.25,113.0,,,,,
Jerome Robinson,23,76.0,190.0,2018.0,1,13,63,5.1,2.0,1.4,-1.0,0.155,0.476,0.123,2019-20,SG,22.93,0.0605,79.25,98.0,,,,,
Jerryd Bayless,23,75.0,208.0,2008.0,1,11,31,11.4,2.1,3.8,-2.3,0.244,0.561,0.305,2011-12,PG-SG,26.37,0.047,75.5,97.0,31.0,38.0,11.26,,3.07
Jeryl Sasser,24,78.0,200.0,2001.0,1,22,75,2.6,2.5,0.9,-11.2,0.124,0.402,0.107,2002-03,PG-SG,22.71,0.067,82.5,103.5,29.0,34.0,11.47,,3.22
Jevon Carter,27,73.0,200.0,2018.0,2,32,81,8.0,2.5,2.4,1.9,0.149,0.56,0.15,2022-23,PG,26.42,0.0415,76.25,95.0,29.0,36.5,11.04,3.05,3.18
Jimmy Butler,27,79.0,231.0,2011.0,1,30,76,23.9,6.2,5.5,3.0,0.265,0.586,0.243,2016-17,SF,25.67,0.054,79.5,101.5,32.0,39.0,11.12,,3.15
